title,abstract,year,doi,pages,authors,keywords,journal,paper_id,author_ids,keyword_ids
Low Frequency Sound Pressure Level Improvement Of Piezoelectric Ems Microspeaker Using Novel Spiral Spring With Dual Electrode,"Extending the approach in the previous work [1], this study presents a piezoelectric actuation MEMS microspeaker with novel spring design to achieve high sound pressure level (SPL) at low frequencies for in-ear applications. The soft PZT/Si unimorph springs enable larger out-of-plane displacement to enhance SPL. With the proposed spiral-spring design, longer spring length (compared with [1]) and lower resonant frequency are achieved to improve SPL at low frequencies. Moreover, the spiral spring has simple stress distribution during actuation to ease electrical routings and also increase the net driving output for Piezoelectric films, thus the dual driving electrodes to increases diaphragm out-of-plane displacement and SPL is achieved. Measurements demonstrate 79.5dB SPL (72.6dB SPL for [1]) with only 2V(pp) driving voltage and 1mm(2) diaphragm area at 1 kHz in a 3cm long canal. Furthermore, 106.8dB SPL is observed with 15V(pp) at 1.85kHz without any structure damage. C1 [Cheng, Hsu-Hsiang; Huang, Zi-Rong; Fang, Weileun] Natl Tsing Hua Univ, Power Mech Engn, Hsinchu, Taiwan. [Fang, Weileun] Natl Tsing Hua Univ, Inst NanoEngn & MicroSyst, Hsinchu, Taiwan. [Wu, Mingching] GlobalMEMS Co LTD, Hsinchu, Taiwan. C3 National Tsing Hua University; National Tsing Hua University",2019,10.1109/transducers.2019.8808311,2013-2016,"['wl, cheng hh huang zr wu mc fang']","['mems; microspeaker; piezoelectric; actuator; spl; pzt; spring; acoustics', 'performance']","2019 20Th International Conference On Solid-State Sensors, Actuators And Microsystems & Eurosensors Xxxiii (Transducers & Eurosensors Xxxiii)",P001149,['A001382'],"['K001951', 'K000481']"
Wafer-Scale Integration Of Α-Quartz Thin Films Toward Super High Frequency Piezoelectric Bionems For Chikungunya Virus Detection,"Micro and nanoelectromechanical systems (MEMS/NEMS), especially piezoelectric resonators, offer a promising strategy for the manufacturing of point-of-care devices providing rapid, sensitive, and field-deployable tests with minimal user training for the diagnostics of viral infections. High-frequency (HF) MEMS/NEMS have the potential for ultrasensitive mass-loading devices. Yet, their use for biomedical applications requires challenging manufacturing qualities. Here, a large-scale chemical integration of epitaxial alpha-quartz (100) thin films is developed on silicon wafers up to 4-inches. This methodology allows the microfabrication of wafer-scale piezoelectric alpha-quartz/silicon bioMEMS using a recognition layer capable of selectively detecting Chikungunya virus. Using contact-free vibrometry, a mass sensitivity of the bioMEMS device of 22.4 pg Hz(-1) is showen in liquid conditions and a Chikungunya virus limit of detection of 9 ng ml(-1). To reach piezoelectric transduction for compact quartz sensor devices, NEMS resonators are developed at super HF, i.e., 17.8 GHz with a quality factor of 280, which represents a QxF product of 4.98<middle dot>10(12). These alpha-quartz NEMS can reach thicknesses between 100 and 800 nm and lateral dimensions up to 9 mm(2). This work opens the door for cost-efficient single-chip epitaxial piezoelectric alpha-quartz/Si ultrasensitive NEMS sensors manufactured exclusively by soft-chemistry for biomedical applications and many other fields. C1 [Rathar, Raissa; Ding, Sijie; Sanchez-Fuentes, David; Jolly, Claire; Desgarceaux, Rudy; Garcia-Bermejo, Ricardo; Carretero-Genevrier, Adrian] Univ Montpellier, Inst Elect & Syst IES, CNRS, UMR 5214, F-34097 Montpellier, France. [Rathar, Raissa; Ding, Sijie; Andre-Arpin, Charlotte; Picas, Laura] Univ Montpellier, Inst Rech Infectiol Montpellier IRIM, CNRS, UMR 9004, F-34293 Montpellier, France. [Guillaume, Nicolas; Ardila, Gustavo] Univ Savoie Mt Blanc, Univ Grenoble Alpes, CNRS, Grenoble INP,CROMA, F-38000 Grenoble, France. [Gazquez, Jaume] Campus UAB, Bellaterra 08193, Catalonia, Spain. [Plana-Ruiz, Sergi] Univ Rovira i Virgili, Serv Recursos Cientif & Tecn, Tarragona 43007, Catalonia, Spain. C3 Universite de Montpellier; Centre National de la Recherche Scientifique (CNRS); CNRS - Institute for Engineering & Systems Sciences (INSIS); Centre National de la Recherche Scientifique (CNRS); CNRS - National Institute for Biology (INSB); Universite de Montpellier; Communaute Universite Grenoble Alpes; Institut National Polytechnique de Grenoble; Universite Savoie Mont Blanc; Universite Grenoble Alpes (UGA); Centre National de la Recherche Scientifique (CNRS); Autonomous University of Barcelona; Universitat Rovira i Virgili",2026,10.1002/adfm.202514484,,"['a, rathar r ding sj sanchezfuentes d jolly c andréarpin c desgarceaux r guillaume n ardila g garciabermejo r gazquez j planaruiz s picas l carreterogenevrier']","['arbovirus; bio-conjugation; mems/nems; quartz; silicon; wafer-scale', 'electron-diffraction tomography; transmission']",Advanced Functional Materials,P001150,['A001383'],"['K001952', 'K001953']"
Development Of Mems-Fabricated Bidirectional Ecf (Electro-Conjugate Fluid) Micropumps,"The previously reported unidirectional ECF micropumps are not applicable to some soft actuators, which need inflating and deflating processes. To overcome this limitation, we propose, design, fabricate and characterize an ECF (Electro-Conjugate Fluid) bidirectional micropump. The simply designed bidirectional ECF micropump has five sets of electrodes. One set of electrodes are composed of two triangular electrodes with a face-to-face distribution and a shared and separated slit electrode. By applying DC voltage to one of the triangular electrodes and grounding the slit electrode, the device can generate an ECF jet along the triangular direction in the microchannel. Therefore, an ECF jet can be achieved in each direction by simply switching the applied DC voltage to one of the two triangular electrodes. This bidirectional ECF micropump without any mechanical moving parts is successfully fabricated by a MEMS-based process. We demonstrate the static and dynamic performance of our bidirectional ECF micropump. In the static evaluation, we primarily focus on the maximum pressure and flow rate generated by the bidirectional ECF micropump. In the dynamic evaluation, we test the responsiveness, model the relationship between switching frequency and output pressure, and compare the theoretical values with the experimental results. Therefore, this study indicates that bidirectional ECF micropumps can be a good candidate for a driving source to realize reciprocating motions. (C) 2019 Elsevier B.V. All rights reserved. C1 [Matsubara, Tatsuya; Huy Hoang Huynh] Tokyo Inst Technol, Sch Engn, Dept Mech Engn, Midori Ku, J3-12,4259 Nagatsuta Cho, Yokohama, Kanagawa 2268503, Japan. [Yoshida, Kazuhiro; Kim, Joon-wan] Tokyo Inst Technol, IIR, Lab Future Interdisciplinary Res Sci & Technol FI, Midori Ku, J3-12,4259 Nagatsuta Cho, Yokohama, Kanagawa 2268503, Japan. C3 Institute of Science Tokyo; Tokyo Institute of Technology; Institute of Science Tokyo; Tokyo Institute of Technology",2019,10.1016/j.sna.2019.06.022,317-323,"['jw, matsubara t huynh hh yoshida k kim']","['actuators; robot; hand', 'hydraulic power source; mems; electro-conjugate fluid (ecf); micropump; hydraulic actuator']",Sensors And Actuators A-Physical,P001151,['A001384'],"['K001954', 'K001955']"
Numerical Analysis For Design Optimization Of Microcantilever Beams For Measuring Rheological Properties Of Viscous Fluid,"The precise measurement of rheological properties is a demanding problem in various field of engineering. Occasionally the available sample volume of interest may be sufficiently small where the conventional methods of measuring rheological properties are inappropriate. Consequently, there is a growing interest in the use of MEMS devices to measure the required properties, especially with an aim of encouraging high throughput. During this research, the dynamic response of micro cantilever beams is demonstrated to characterize the rheological properties of viscous materials. First, the dynamic response of a mini cantilever beam partially submerged in air and water is measured experimentally for different configurations using a duel channel PolyTec scanning vibrometer. Next, finite element analysis (FEA) method is implemented to predict the dynamic response of the same cantilever beam in air and water, and then compared with corresponding experiments. Once the model is validated, further numerical analysis is conducted to investigate the variation in modal response with changing beam dimension and fluid properties. Results obtained from this parametric study can be used for sensitivity analysis and to design the optimized MEMS based test set up for measuring the rheological properties of viscous fluid and of any soft viscoelastic materials such as biofilm. Miniaturization of the measuring instrument is necessary so that small sample volume can be used to perform the desired test. (C) 2013 Elsevier B.V. All rights reserved. C1 [Hossain, Awlad] Eastern Washington Univ, Dept Engn & Design, Cheney, WA 99004 USA. [Mian, Ahsan] Wright State Univ, Dept Mech & Mat Engn, Dayton, OH 45435 USA. [Mishty, Anamika] Montana State Univ, Dept Mech & Ind Engn, Bozeman, MT 59717 USA. C3 Eastern Washington University; University System of Ohio; Wright State University Dayton; Montana State University System; Montana State University Bozeman",2013,10.1016/j.finel.2013.01.002,1-9,"['a, hossain a mishty a mian']","['finite element analysis (fea); microcantilever; mems; design optimization; rheological properties', 'viscosity']",Finite Elements In Analysis And Design,P001152,['A001385'],"['K001956', 'K001957']"
Investigating The Effects Of Solvents And Nanocomposites On Tailoring The Elastic Modulus Of Piezoelectric Thin Film Pvdf-Trfe,"Polyvinylidene Fluoride (PVDF) and its co-polymer derivatives have been extensively investigated as a thin film piezoelectric material due to its flexibility, which is desired for flexible sensors, wearable devices, tactile sensors, and low-frequency energy harvesters. Researchers are interested to enhance the piezoelectric response as well as the mechanical properties of PVDF and its co-polymer to enhance device performance. This work primarily investigates the solvents used to synthesize the polymer and their effect on the mechanical properties (hardness and elastic modulus) of thin-film copolymer polyvinylidene fluoride-trifluoroethylene (PVDFTrFE). Various solvents with varying physicochemical properties were screened for the dissolution of PVDF-TrFE polymer to investigate the effect of solvents to tailor the key properties of the solvents that influences hardness, Young's Modulus, flexibility, and the piezoelectric response. The hardness of the thin films was also affected by the addition of various nanocomposites. Hence, the hardness and the Young's Modulus of the thin films with different solvents and ZnO nanocomposite particles was determined via nanoindentation. The thin films were characterized via X-ray diffraction (XRD), and quasi-static piezometer measurements and the thickness of the thin film was determined by a profilometer. The crystallinity of the thin films was enhanced via annealing at 125 degrees C leading to a higher piezoelectric constant. This paper reports that the hardness and the Young's Modulus of the thin films are highly dependent on the solvent's physicochemical properties, dipole moment, and the nanocomposite concentration. Our observation revealed that the solvent with the highest dipole moment (HMPA) inherits the highest piezoelectric coefficient. This study demonstrates how manufacturing methods can affect the film's mechanical and piezoelectric properties which are useful for researchers using PVDF in MEMS devices in the future. C1 [Kunwar, Deepak; Jackson, Nathan] Univ New Mexico, Dept Mech Engn, Albuquerque, NM 87131 USA. [Hassan, Md Mehadi; Jackson, Nathan] Univ New Mexico, Nanosci & Microsyst Engn Dept, Albuquerque, NM USA. C3 University of New Mexico; University of New Mexico",2022,,,"['n, kunwar d hassan mm jackson']","['poly(vinylidene fluoride); crystallization; phase', 'pvdf-trfe; piezoelectric; thin film; elastic modulus; solvent']","Proceedings Of Asme 2022 International Mechanical Engineering Congress And Exposition, Imece2022, Vol 9",P001153,['A001386'],"['K001958', 'K001959']"
Actuation Control Of A Piezomems Biomimetic Robotic Jellyfish,"Biomimetic micro-robots try to mimic the motion of a living system in the form of a synthetically developed microfabricated device. Dynamic motion of living systems have evolved through the years, but trying to mimic these motions is challenging. Micro-robotics are particular challenging as the fabrication of devices and controlling the motion in 3 dimensions is difficult. However, micro-scale robotics have potential to be used in a wide range of applications. MEMS based robots that can move and function in a liquid environment is of particular interest. This paper describes the development of a piezoMEMS based device that mimics the movement of a jellyfish. The paper focuses on the development of a finite element model that investigates a method of controlling the individual piezoelectric beams in order to create a jet propulsion motion, consisting of a quick excitation pulse followed by a slow recovery pulse in order to maximize thrust and velocity. By controlling the individual beams or legs of the jellyfish robot the authors can control the robot to move precisely in 3 dimensions. C1 [Alejandre, Alvaro; Olszewski, Oskar; Jackson, Nathan] Univ Coll Cork, Tyndall Natl Inst, Cork T12R 5CP, Ireland. C3 University College Cork",2017,10.1117/12.2264605,,"['n, alejandre a olszewski o jackson']",['biomimetic; finite element modelling; piezoelectrics; robotics; mems; flexible'],"Smart Sensors, Actuators, And Mems Viii",P001153,['A001387'],['K001960']
A Parylene-C Based 16 Channels Flexible Bio-Electrode For Ecog Recording,"Micro Electro Mechanical System (MEMS) technology is used in a bio-electrode for measuring electrocorticography (ECoG) signals in Sprague Dawley (SD) rats. The electrical signal in the rat brain is evoked by auditory stimulation and can be detected with newly developed bio-electrode sensors. A back-end system can record signals from eighteen positions. One signal was used as the ground signal, and one was used as the reference signal. The average results for 100 samples revealed the relationship between temporal resolution and spatial resolution of sixteen positions in the brain. The bioelectrode was fabricated with two parylene layers (10um, 1um) to cover the platinum metal wires. Oxygen plasma is used to etch the bioelectrode and to define a stable size and shape in production of batches of electrodes. To simplify implantation, the bioelectrode was designed to fit the curvature of SD rat head bones, and a special connector was used to transmit signals to the back-end system, which successfully recorded Auditory Evoked Potentials (AEP) signals after implant surgery. C1 [Chou, Lei-Chun; Tsai, Shang-Wei; Chang, Wun-Lun; Chiou, Jin-Chern] Natl Chiao Tung Univ, Dept Elect & Comp Engn, Hsinchu 30010, Taiwan. [Chiu, Tzai-Wen] Natl Chiao Tung Univ, Dev Biol Sci & Technol, Hsinchu 30010, Taiwan. C3 National Yang Ming Chiao Tung University; National Yang Ming Chiao Tung University",2014,,,"['tw, chou lc tsai sw chang wl chiou jc chiu']","['mems; ecog; bio-electrode; parylene-c; aep', 'array']",2014 Ieee Sensors,P001154,['A001388'],"['K001961', 'K001372']"
Optimization Of Induced Voltage From Cmos-Compatible Mems Electrodynamic Microphone With Coaxial Planar Inductances,"This paper presents an improved design of the electrodynamic CMOS-MEMS microphone. The studied microphone is based on two integrated concentric planar inductors, a fixed outer one and an inner one attached on a flexible vibrating diaphragm. First, the magnetic field, generated by the outer inductor, was evaluated. Unlike conventional electrodynamic microphones based on Faraday's law, the induced voltage was found to be proportional to the product of the diaphragm displacement and its velocity. Even though the induced output voltage is in the range of a few microvolts, and its frequency is doubled compared to that of the incident acoustic wave. This result pushed us to adjust and improve the basic principle of this kind of microphone by trying to generate a vertical downward shift of the microphone diaphragm while maintaining the COMS compatibility. The Lorentz force appears to be a possible alternative to the wafer bonding, as it will be automatically generated when we bias the inner inductor by a dc current. First, this paper shows that the induced voltage will be linear for a vertical fluctuation magnitude lower than 10 mu m with an induced voltage in the range of several microvolts. Using the developed vertical offset technique, we show that induced voltages can be increased by a factor of 10 and the dynamic response of the electrodynamic microsensor will be appropriate for a use as a microphone. C1 [Tounsi, Fares; Said, Mohamed Hadj; Mezghani, Brahim; Masmoudi, Mohamed] Univ Sfax, METS Res Unit, Natl Engn Sch Sfax, Sfax 3038, Tunisia. [Rufer, Libor] Univ Grenoble Alpes, TIMA Lab, F-38031 Grenoble, France. C3 Universite de Sfax; Ecole Nationale dIngenieurs de Sfax (ENIS); Communaute Universite Grenoble Alpes; Institut National Polytechnique de Grenoble; Universite Grenoble Alpes (UGA); Centre National de la Recherche Scientifique (CNRS)",2016,10.1109/jsen.2016.2589271,6879-6889,"['m, tounsi f said mh rufer l mezghani b masmoudi']","['electrodynamic sensor; magnetic modeling; mems-based microphone; lorentz force; shifted diaphragm; motional induced voltage', 'microspeaker']",Ieee Sensors Journal,P001154,['A001389'],"['K001962', 'K001963']"
The Electromechanical Behavior Of A Micro-Ring Driven By Traveling Electrostatic Force,"There is no literature mentioning the electromechanical behavior of micro structures driven by traveling electrostatic forces. This article is thus the first to present the dynamics and stabilities of a micro-ring subjected to a traveling electrostatic force. The traveling electrostatic force may be induced by sequentially actuated electrodes which are arranged around the flexible micro-ring. The analysis is based on a linearized distributed model considering the electromechanical coupling effects between electrostatic force and structure. The micro-ring will resonate when the traveling speeds of the electrostatic force approach some critical speeds. The critical speeds are equal to the ratio of the natural frequencies to the wave number of the correlative natural mode of the ring. Apart from resonance, the ring may be unstable at some unstable traveling speeds. The unstable regions appear not only near the critical speeds, but also near some fractions of some critical speeds differences. Furthermore the unstable regions expand with increasing driving voltage. This article may lead to a new research branch on electrostatic-driven micro devices. C1 [Chen, Da-Chih; Hu, Yuh-Chung] Natl ILan Univ, Dept Mech & Electromech Engn, Ilan 260, Taiwan. [Ye, Xiuqian; Chen, Yibao] Yantai Univ, Sch Electromech Automobile Engn, Yantai 264005, Peoples R China. [Huang, Kuo-Yi] Natl Chung Hsing Univ, Dept Bioind Mechatron Engn, Taichung 402, Taiwan. C3 National Ilan University; Yantai University; National Chung Hsing University",2012,10.3390/s120201170,1170-1180,"['yc, ye xq chen yb chen dc huang ky hu']","['electrostatics; mems; microstructures; stabilities; traveling forces', 'systems; mems']",Sensors,P001155,['A001390'],"['K001964', 'K001965']"
Multi-Threshold Inertial Switch With Acceleration Direction Detection Capability,"In this article, we present an inertial switch with three threshold levels, which can provide quantitative acceleration measurements and detect the acceleration direction in the x-y plane. The designed device has four movable electrodes attached to the proof mass (one at every side of the square proof mass) and 12 flexible stationary electrodes (three on each side). When the device is subjected to an acceleration input, the movable electrode can contact one or more of the 12 stationary electrodes based on the acceleration magnitude and direction. The acceleration direction can be determined by identifying the individual electrical switches that are activated. The designed switch is simulated using a finite-element model under different acceleration signals of various magnitudes and directions. A device prototype has been fabricated using the SOIMUMPs process and has been tested by a drop-table system under various shock accelerations in different directions. The experimental and simulation results show good agreement indicating that the acceleration direction detection accuracy and resolution improve with the increase in the number of used electrical switches. C1 [Xu, Qiu; Wang, Lvjun; Younis, Mohammad, I] King Abdullah Univ Sci & Technol, Phys Sci & Engn Div, Thuwal 239556900, Saudi Arabia. C3 King Abdullah University of Science & Technology",2023,10.1109/tie.2022.3181383,4226-4235,"['m, xu q wang lj younis']","['threshold switches; mems; design; electrode', 'acceleration direction detection; inertia sensor; microelectromechanical system (mems); multithreshold']",Ieee Transactions On Industrial Electronics,P001156,['A001391'],"['K001966', 'K001967']"
A Mems-Based Hot-Film Thermal Anemometer With Wide Dynamic Measurement Range,"This paper describes the fabrication and characterisation of a micromachined thermal flow sensor based on platinum thin film resistors. The spatial design and geometric dimensions of the sensing elements result in a very short response time of less than 1 ms and in a very wide measurement range of flow velocities from below 1 m/s up to 180 m/s with a high sensitivity of 72 mV/slm at low flow rates and an acceptable sensitivity of 7.34 mV/slm even at high flow velocities. The heater power was varied from 4.4 to 34.9 mW. The same platinum-resistor is used for heating and sensing and an additional resistor is used for temperature compensation. Geometrically identical resistors were fabricated on silicon wafers as well as on flexible glass substrates and were tested in an air flow. The measured temperature coefficient of resistance (TCR) of the platinum resistor is 0.0027 K-1. A constant temperature anemometer (CTA) setup is used to measure the air flow velocity. C1 [Saremi, S.; Alyari, A.; Feili, D.; Seidel, H.] Univ Saarland, Lab Micromech Microfluidics Microactuators, D-66123 Saarbrucken, Germany. [Saremi, S.; Alyari, A.] Ctr Mech & Automat Technol, D-66121 Saarbrucken, Germany. C3 Saarland University",2014,,,"['h, saremi s alyari a feili d seidel']","['wide range flow measurement; hot film anemometer; platinum thin film; mems; micromachining', 'flow sensor']",2014 Ieee Sensors,P001157,['A001392'],"['K001968', 'K001969']"
Cascaded Kalman And Particle Filters For Photogrammetry Based Gyroscope Drift And Robot Attitude Estimation,"Based on a cascaded Kalman-Particle Filtering, gyroscope drift and robot attitude estimation method is proposed in this paper. Due to noisy and erroneous measurements of MEMS gyroscope, it is combined with Photogrammetry based vision navigation scenario. Quaternions kinematics and robot angular velocity dynamics with augmented drift dynamics of gyroscope are employed as system state space model. Nonlinear attitude kinematics, drift and robot angular movement dynamics each in 3 dimensions result in a nonlinear high dimensional system. To reduce the complexity, we propose a decomposition of system to cascaded subsystems and then design separate cascaded observers. This design leads to an easier tuning and more precise debugging from the perspective of programming and such a setting is well suited for a cooperative modular system with noticeably reduced computation time. Kalman Filtering (KF) is employed for the linear and Gaussian subsystem consisting of angular velocity and drift dynamics together with gyroscope measurement. The estimated angular velocity is utilized as input of the second Particle Filtering (PF) based observer in two scenarios of stochastic and deterministic inputs. Simulation results are provided to show the efficiency of the proposed method. Moreover, the experimental results based on data from a 3D MEMS IMU and a 3D camera system are used to demonstrate the efficiency of the method. (C) 2013 ISA. Published by Elsevier Ltd. All rights reserved. C1 [Sadaghzadeh, Nargess N.; Poshtan, Javad] Iran Univ Sci & Technol, Dept Elect Engn, Tehran 1684613114, Iran. [Sadaghzadeh, Nargess N.; Wagner, Achim; Nordheimer, Eugen; Badreddin, Essameddin] Heidelberg Univ, Automat Lab, D-68131 Mannheim, Germany. C3 Iran University Science & Technology; Ruprecht Karls University Heidelberg",2014,10.1016/j.isatra.2013.10.002,524-532,"['e, sadaghzadeh nn poshtan j wagner a nordheimer e badreddin']",['sensor soft fault; attitude estimation; particle filtering; kalman filtering; cascaded decomposition; large scale systems; mems gyroscope; sensor fusion; photogrammetry; vision navigation'],Isa Transactions,P001157,['A001393'],['K001970']
Thin-Film Diaphragms Of Cellulose Nanofiber Fabricated Using High-Concentration Polar Dispersion For Application To Mems Actuators,"A method of fabricating thin-film diaphragms of cellulose nanofiber (CNF) for the application of displacement membranes of MEMS actuators or microfluidic devices was developed and the mechanical characteristics were evaluated. CNF has high strength and elastic modulus; however, it is necessary to provide flexibility for the use as a displacement membrane. A polar solvent, tertiary-butyl alcohol (tBA), at a high concentration of approximately 66 vol%, was used to thin the CNF film, that is, to reduce the aggregation and viscosity of the CNF. The CNF films fabricated by this method were of approximately 4-mu m thickness. The fabricated films had a good gas barrier property and had an isotropic Young's modulus. An evaporation layer of aluminum (approximately t0.3 mu m) was deposited on the surface of the CNF film as a shield layer for water repellency. The displacement characteristics of the diaphragm of the film (t4 mu m) were measured in the actuators using air pressure or a magnetic field and they were close to those of a polyimide thin film of thickness 7.5 mu m. The dynamic reproducibility and resilience of the displacement were ensured. The proposed method could easily form CNF films of thickness down to several micrometers and the fabricated films could be used as displacement membranes for gases and liquids. (C) 2019 Elsevier B.V. All rights reserved. C1 [Imai, Satomitsu] Nihon Univ, Coll Sci & Technol, Dept Precis Machinery Engn, 7-24-1 Narashinodai, Funabashi, Chiba 2748501, Japan. C3 Nihon University",2019,10.1016/j.sna.2019.01.007,134-143,"['s, imai']","['tempo-mediated oxidation; mechanical-properties; native cellulose; magnetic fluid; transparent; composites; strength; fiber', 'cellulose nanofiber; thin film; diaphragm; elastic characteristics; water resistance; mems actuator']",Sensors And Actuators A-Physical,P001158,['A001394'],"['K001971', 'K001972']"
An Additive Manufacturing Technique For The Facile And Rapid Fabrication Of Hydrogel-Based Micromachines With Magnetically Responsive Components,"Polyethylene glycol (PEG)-based hydrogels are biocompatible hydrogels that have been approved for use in humans by the FDA. Typical PEG-based hydrogels have simple monolithic architectures and often function as scaffolding materials for tissue engineering applications. More sophisticated structures typically take a long time to fabricate and do not contain moving components. This protocol describes a photolithography method that allows for facile and rapid microfabrication of PEG structures and devices. This strategy involves an in-house developed fabrication stage that allows for the rapid fabrication of 3D structures by building upwards in a layer-by-layer fashion. Independent moving components can also be aligned and assembled onto support structures to form integrated devices. These independent components are doped with superparamagnetic iron oxide nanoparticles that are sensitive to magnetic actuation. In this manner, the fabricated devices can be actuated using external magnets to yield movement of the components within. Hence, this technique allows for the fabrication of sophisticated MEMS-like devices (micromachines) that are composed entirely out of a biocompatible hydrogel, able to function without an onboard power source, and respond to a contact-less method of actuation. This manuscript describes the fabrication of both the fabrication set-up as well as the step-by-step method for the microfabrication of these hydrogels-based MEMS-like devices. C1 [Chin, Sau Yin] Agcy Sci Technol & Res, Biomed Sci Inst, Mol Engn Lab, Singapore, Singapore. [Chin, Sau Yin; Poh, Yukkee Cheung; Kohler, Anne-Celine; Sia, Samuel K.] Columbia Univ, Dept Biomed Engn, New York, NY 10027 USA. C3 Agency for Science Technology & Research (A*STAR); Columbia University",2018,10.3791/56727,,"['sk, chin sy poh yc kohler ac sia']","['bioengineering; issue 137; hydrogels; microfabrication; mems; soft robotics; implantable devices; peg; pegda; 3d printing; additive manufacturing; bioprinting', 'drug-delivery; device; system']",Jove-Journal Of Visualized Experiments,P001159,['A001395'],"['K001973', 'K001974']"
Fabrication Of A Self-Sensing Electroactive Polymer Bimorph Actuator Based On Polyvinylidene Fluoride And Its Electrostrictive Terpolymer,"In this paper, we report on the fabrication of a self-sensing electroactive polymer cantilevered bimorph beam actuator and its frequency response. Tip deflections of the beam, induced by applying an AC signal across ferroelectric relaxor polyvinylidene fluoride-trifluoroethylene chlorotrifluoroethylene (P(VDF-TrFE-CTFE)), reached a magnitude of 350 mu m under a field of similar to 55MV/m and were recorded externally using a laser Doppler vibrometer (LDV). Deflections were determined simultaneously by applying a sensing model to the voltage measured across the bimorph's integrated layer of piezoelectric polymer polyvinylidene fluoride (PVDF). The sensing model treats the structure as a simple Euler-Bernoulli cantilevered beam with two distributed active elements represented through the use of generalized functions and offers a method through which real time tip deflection can be measured without the need for external visualization. When not being used as a sensing element, the PVDF layer can provide an additional means for actuation of the beam via the converse piezoelectric effect, resulting in bidirectional control of the beam's deflections. Integration of flexible sensing elements together with modeling of the electroactive polymer beam can benefit the developing field of polymer microactuators which have applications in soft robotics as ""smart"" prosthetics/implants, haptic displays, tools for less invasive surgery, and sensing. C1 [Engel, Leeya; Ben-David, Moti; Shacham-Diamand, Yosi] Tel Aviv Univ, Dept Phys Elect, IL-69978 Tel Aviv, Israel. [Krylov, Slava] Tel Aviv Univ, Sch Mech Engn, IL-69978 Tel Aviv, Israel. [Van Volkinburg, Kyle R.; Washington, Gregory N.] Univ Calif Irvine, Dept Mech & Aerosp Engn, Irvine, CA 92697 USA. C3 Tel Aviv University; Tel Aviv University; University of California System; University of California Irvine",2016,10.1117/12.2218383,,"['y, engel l van volkinburg kr bendavid m washington gn krylov s shachamdiamand']","['electroactive polymers; bimorph actuators; polymer mems; polymer micro-actuators; pvdf; self-sensing', 'sensors; beam']",Electroactive Polymer Actuators And Devices (Eapad) 2016,P001160,['A001396'],"['K001975', 'K001976']"
Annealing And Thickness Optimisation In Cozrnb And Fesibnbcu Thin Films For Low-Frequency Magnetic Flux Concentrators,"To develop high-performance soft magnetic flux concentrator (MFC) materials, which are crucial for amplifying magnetic fields through the enhancement of local magnetic flux density, two ferromagnetic alloys, Co88Zr4Nb8 (CZN) and Fe73.5Si15.5B7Nb3Cu1 (Finemet (R)), were investigated. Thin films with thicknesses ranging from 100 to 1200 nm were deposited by magnetron sputtering and annealed at various temperatures. CZN demonstrated optimal soft magnetic properties in its as-grown amorphous configuration. In contrast, annealing significantly improved Finemet's performance between 200 degrees C and 500 degrees C, where its nanocrystalline structure yielded ultra-soft behaviour. Additionally, thickness dependence revealed distinct trends in magnetic behaviour for both materials. For CZN, magnetic softness was best achieved at a larger thickness (1200 nm), while for Finemet, an optimum was observed at an intermediate thickness (800 nm). Thus, CZN is suited for cases where annealing is impractical, such as CMOS-compatible or MEMS-integrated sensors, as its properties are optimised without further processing, particularly in thicker films. Finemet, however, requires controlled annealing to obtain soft magnetic behaviour, making it suitable for applications that demand maximum permeability and can tolerate higher temperatures. Both materials demonstrate excellent potential for MFC integration in magnetic sensing and spintronic platforms. The optimal choice, however, depends on the thermal budget, processing conditions, and the performance metrics prioritised in the target application. C1 [Cao, H. Minh; Brown, Benjamin J.; Bheemarasetty, Vineetha S.; Xiao, Gang] Brown Univ, Dept Phys, Providence, RI 02912 USA. C3 Brown University",2025,10.1016/j.jmmm.2025.173621,,"['g, cao hm brown bj bheemarasetty vs xiao']","['cozrnb; fesibnbcu; magnetic flux concentrator; low-frequency; soft magnetic material; annealing; amorphous; nanocrystalline; thin films', 'anisotropy-field; coercivity; nife']",Journal Of Magnetism And Magnetic Materials,P001161,['A001397'],"['K001977', 'K001978']"
